"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"GC.REV.GOTR.CN","Donaciones y otros ingresos (UMN a precios actuales)","Las donaciones y otros ingresos incluyen las donaciones de Gobiernos extranjeros, organizaciones internacionales y demás unidades de gobierno; el interés; los dividendos; la renta; los recibos con contrapartida, no reembolsables, con fines públicos (como multas, derechos administrativos e ingresos empresariales generados por los activos del Gobierno); y recibos voluntarios, sin contrapartida y no reembolsables que no constituyan donaciones.","Fondo Monetario Internacional, Anuario de Estadísticas de las Finanzas Públicas y archivos de datos.",
"GC.NLD.TOTL.GD.ZS","Capacidad de financiamiento neto (+)/necesidad de financiamiento neto (-) (% del PIB)","Net lending (+) / net borrowing (–) equals government revenue minus expense, minus net investment in nonfinancial assets. It is also equal to the net result of transactions in financial assets and liabilities. Net lending/net borrowing is a summary measure indicating the extent to which government is either putting financial resources at the disposal of other sectors in the economy or abroad, or utilizing the financial resources generated by other sectors in the economy or from abroad.","Fondo Monetario Internacional, Anuario de estadísticas de finanzas públicas y archivos de datos.",
"GC.NLD.TOTL.CN","Capacidad de financiamiento neto (+)/necesidad de financiamiento neto (-) (UMN actual)","Net lending (+) / net borrowing (–) equals government revenue minus expense, minus net investment in nonfinancial assets. It is also equal to the net result of transactions in financial assets and liabilities. Net lending/net borrowing is a summary measure indicating the extent to which government is either putting financial resources at the disposal of other sectors in the economy or abroad, or utilizing the financial resources generated by other sectors in the economy or from abroad.","Fondo Monetario Internacional, Anuario de estadísticas de finanzas públicas y archivos de datos.",
"GC.NFN.TOTL.GD.ZS","Inversión neta en activos no financieros (% del PIB)","Net investment in government nonfinancial assets includes fixed assets, inventories, valuables, and nonproduced assets. Nonfinancial assets are stores of value and provide benefits either through their use in the production of goods and services or in the form of property income and holding gains. Net investment in nonfinancial assets also includes consumption of fixed capital.","Fondo Monetario Internacional, Anuario de estadísticas de finanzas públicas y archivos de datos.",
"GC.NFN.TOTL.CN","Inversión neta en activos no financieros (UMN actual)","Net investment in government nonfinancial assets includes fixed assets, inventories, valuables, and nonproduced assets. Nonfinancial assets are stores of value and provide benefits either through their use in the production of goods and services or in the form of property income and holding gains. Net investment in nonfinancial assets also includes consumption of fixed capital.","Fondo Monetario Internacional, Anuario de estadísticas de finanzas públicas y archivos de datos.",
"GC.LBL.TOTL.GD.ZS","Contracción neta de pasivos, total (% del PIB)","Net incurrence of government liabilities includes foreign financing (obtained from nonresidents) and domestic financing (obtained from residents), or the means by which a government provides financial resources to cover a budget deficit or allocates financial resources arising from a budget surplus. The net incurrence of liabilities should be offset by the net acquisition of financial assets.","Fondo Monetario Internacional, Anuario de estadísticas de finanzas públicas y archivos de datos.",
"GC.LBL.TOTL.CN","Contracción neta de pasivos, total (UMN actual)","Net incurrence of government liabilities includes foreign financing (obtained from nonresidents) and domestic financing (obtained from residents), or the means by which a government provides financial resources to cover a budget deficit or allocates financial resources arising from a budget surplus. The net incurrence of liabilities should be offset by the net acquisition of financial assets.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GC.DOD.TOTL.GD.ZS","Deuda del gobierno central, total (% del PIB)","La deuda es el saldo total de obligaciones contractuales directas a plazo fijo del Gobierno a otros pendientes en una fecha determinada. Incluye los pasivos internos y extranjeros, como dinero, depósitos a la vista, valores excepto acciones, y préstamos. Es el volumen bruto de pasivos del Gobierno menos el monto de acciones y derivados financieros en manos del Gobierno. Como la deuda es un saldo y no un flujo, se mide en una fecha determinada; por lo general, el ultimo día del ejercicio.","Fondo Monetario Internacional, Anuario de Estadísticas de las Finanzas Públicas y archivos de datos, y estimaciones del PIB del Banco Mundial y la OCDE.",
"GC.DOD.TOTL.CN","Deuda del gobierno central, total (UMN a precios actuales)","La deuda es el saldo total de obligaciones contractuales directas a plazo fijo del Gobierno a otros pendientes en una fecha determinada. Incluye los pasivos internos y extranjeros, como dinero, depósitos a la vista, valores excepto acciones, y préstamos. Es el volumen bruto de pasivos del Gobierno menos el monto de acciones y derivados financieros en manos del Gobierno. Como la deuda es un saldo y no un flujo, se mide en una fecha determinada; por lo general, el ultimo día del ejercicio.","Fondo Monetario Internacional, Anuario de Estadísticas de las Finanzas Públicas y archivos de datos.",
"GC.AST.TOTL.GD.ZS","Adquisición neta de activos financieros (% del PIB)","Net acquisition of government financial assets includes domestic and foreign financial claims, SDRs, and gold bullion held by monetary authorities as a reserve asset. The net acquisition of financial assets should be offset by the net incurrence of liabilities.","Fondo Monetario Internacional, Anuario de estadísticas de finanzas públicas y archivos de datos.",
"GC.AST.TOTL.CN","Adquisición neta de activos financieros (UMN actual)","Net acquisition of government financial assets includes domestic and foreign financial claims, SDRs, and gold bullion held by monetary authorities as a reserve asset. The net acquisition of financial assets should be offset by the net incurrence of liabilities.","International Monetary Fund, Government Finance Statistics Yearbook and data files.",
"GB.XPD.RSDV.GD.ZS","Gasto en investigación y desarrollo (% del PIB)","Los gastos en investigación y desarrollo son gastos corrientes y de capital (público y privado) en trabajo creativo realizado sistemáticamente para incrementar los conocimientos, incluso los conocimientos sobre la humanidad, la cultura y la sociedad, y el uso de los conocimientos para nuevas aplicaciones. El área de investigación y desarrollo abarca la investigación básica, la investigación aplicada y el desarrollo experimental.","Instituto de Estadística de la Organización de las Naciones Unidas para la Educación, la Ciencia y la Cultura (UNESCO).",
"FX.OWN.TOTL.ZS","","","",
"FX.OWN.TOTL.YG.ZS","","","",
"FX.OWN.TOTL.SO.ZS","","","",
"FX.OWN.TOTL.PL.ZS","","","",
"FX.OWN.TOTL.OL.ZS","","","",
"FX.OWN.TOTL.MA.ZS","","","",
"FX.OWN.TOTL.FE.ZS","","","",
"FX.OWN.TOTL.60.ZS","","","",
"FX.OWN.TOTL.40.ZS","","","",
"FS.AST.PRVT.GD.ZS","Crédito interno al sector privado (% del PIB)","Domestic credit to private sector refers to financial resources provided to the private sector by financial corporations, such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises. The financial corporations include monetary authorities and deposit money banks, as well as other financial corporations where data are available (including corporations that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds, and foreign exchange companies.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos y estimaciones del PIB del Banco Mundial y la OCDE.",
"FS.AST.DOMS.GD.ZS","Crédito interno proporcionado por el sector financiero (% del PIB)","Domestic credit provided by the financial sector includes all credit to various sectors on a gross basis, with the exception of credit to the central government, which is net. The financial sector includes monetary authorities and deposit money banks, as well as other financial corporations where data are available (including corporations that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds, and foreign exchange companies.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos y estimaciones del PIB del Banco Mundial y la OCDE.",
"FS.AST.DOMO.GD.ZS","Créditos a otros sectores de la economía nacional (% del PIB)","El uso de recursos por otros sectores de la economía nacional (Estadísticas financieras internacionales, línea 52S o 32S) incluye el crédito bruto del sistema financiero a hogares, instituciones sin fines de lucro que atienden a hogares, corporaciones no financieras, gobiernos locales y estatales y fondos de garantía social.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos y estimaciones del PIB del Banco Mundial y la OCDE.",
"FS.AST.CGOV.GD.ZS","Créditos al gobierno central, etc. (% del PIB)","El uso de recursos por el gobierno central (Estadísticas financieras internacionales, línea 52AN o 32AN) incluye préstamos a instituciones del gobierno central sin considerar los depósitos.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos y estimaciones del PIB del Banco Mundial y la OCDE.",
"FR.INR.RISK","Prima de riesgo por préstamo (tasa de la prima menos tasa de los bonos del tesoro, %)","La prima de riesgo por préstamos es la tasa de interés que cobran los bancos por los préstamos a clientes de primera línea del sector privado menos la tasa de interés “libre de riesgo” de letras del Tesoro a la que se emiten o negocian en el mercado los valores públicos a corto plazo. En algunos países, este diferencial puede ser negativo, lo que indica que el mercado considera que sus mejores clientes corporativos son menos riesgosos que el Gobierno.","Fondo Monetario Internacional, base de datos de Estadísticas Financieras Internacionales.",
"FR.INR.RINR","Tasa de interés real (%)","La tasa de interés real es la tasa de interés activa ajustada por inflación según el deflactor del PIB.","Fondo Monetario Internacional, Estadísticas Financieras Internacionales y archivos de datos, a partir de datos del Banco Mundial sobre el el deflactor del PIB.",
"FR.INR.LNDP","Diferencial de tasas de interés (tasa activa menos tasa pasiva, %)","El diferencial de tasas de interés es la tasa de interés que cobran los bancos por préstamos a clientes de primera línea menos la tasa de interés que pagan los bancos comerciales o similares por los depósitos a la vista, a plazo o de ahorro.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FR.INR.LEND","Tasa de interés activa (%)","La tasa de interés activa es la que cobran los bancos por los préstamos a clientes de primera línea.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FR.INR.DPST","Tasa de interés de los depósitos (%)","La tasa de interés de los depósitos es la tasa que pagan los bancos comerciales o similares por depósitos a la vista, a plazo o de ahorro.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FP.WPI.TOTL","Índice de precios mayoristas (2010 = 100)","El índice de precios mayoristas se refiere a una combinación de productos agrícolas e industriales en diversas etapas de producción y de distribución, incluidos los impuestos a las importaciones. Por lo general se utiliza la fórmula de Laspeyres.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FP.CPI.TOTL.ZG","Inflación, precios al consumidor (% anual)","La inflación medida por el índice de precios al consumidor refleja la variación porcentual anual en el costo para el consumidor medio de adquirir una canasta de bienes y servicios que puede ser fija o variable a intervalos determinados, por ejemplo anualmente. Por lo general se utiliza la fórmula de Laspeyres.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FP.CPI.TOTL","Índice de precios al consumidor (2010 = 100)","El índice de precios al consumidor refleja las variaciones en el costo para el consumidor medio de adquirir una canasta de bienes y servicios que puede ser fija o variable a intervalos determinados, por ejemplo anualmente. Por lo general se utiliza la fórmula de Laspeyres.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FM.LBL.BMNY.ZG","Crecimiento de la masa monetaria (% anual)","La masa monetaria (Estadísticas financieras internacionales, línea 35L..ZK) es la suma de la moneda fuera de los bancos; depósitos de demanda que no sean los del gobierno central; depósitos a plazo, ahorros y depósitos en moneda extranjera de sectores residentes que no sean el gobierno central; cheques bancarios y de viajero y otras garantías como certificados de depósito y documentos negociables.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FM.LBL.BMNY.IR.ZS","Relación entre masa monetaria y reservas totales","La masa monetaria (Estadísticas financieras internacionales, línea 35L..ZK) es la suma de la moneda fuera de los bancos; depósitos de demanda que no sean los del gobierno central; depósitos a plazo, ahorros y depósitos en moneda extranjera de sectores residentes que no sean el gobierno central; cheques bancarios y de viajero y otras garantías como certificados de depósito y documentos negociables.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FM.LBL.BMNY.GD.ZS","Masa monetaria (% del PIB)","La masa monetaria (Estadísticas financieras internacionales, línea 35L..ZK) es la suma de la moneda fuera de los bancos; depósitos de demanda que no sean los del gobierno central; depósitos a plazo, ahorros y depósitos en moneda extranjera de sectores residentes que no sean el gobierno central; cheques bancarios y de viajero y otras garantías como certificados de depósito y documentos negociables.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos y estimaciones del PIB del Banco Mundial y la OCDE.",
"FM.LBL.BMNY.CN","Masa monetaria (moneda local actual)","La masa monetaria (Estadísticas financieras internacionales, línea 35L..ZK) es la suma de la moneda fuera de los bancos; depósitos de demanda que no sean los del gobierno central; depósitos a plazo, ahorros y depósitos en moneda extranjera de sectores residentes que no sean el gobierno central; cheques bancarios y de viajero y otras garantías como certificados de depósito y documentos negociables.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FM.AST.PRVT.ZG.M3","Créditos al sector privado (crecimiento anual como % de la masa monetaria)","El uso de recursos por el sector privado (Estadísticas financieras internacionales, línea 32D..ZK o 32D..ZF) incluye el crédito bruto del sistema financiero hacia personas, empresas, entidades públicas no financieras no incluidas en el crédito nacional neto e instituciones financieras que no se incluyen en otra parte.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FM.AST.NFRG.CN","Activos exteriores netos (UMN a precios actuales)","Los activos exteriores netos son la suma de los activos en el exterior en poder de autoridades monetarias y de bancos creadores de dinero, menos sus pasivos frente al exterior. Los datos se expresan en moneda local a precios corrientes.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FM.AST.DOMS.CN","Crédito interno neto (UMN a precios actuales)","El crédito interno neto es la suma del crédito neto del sector público no financiero, el crédito al sector privado y otras cuentas. Los datos se expresan en moneda local a precios corrientes.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FM.AST.DOMO.ZG.M3","Créditos a otros sectores de la economía nacional (crecimiento anual como % de la masa monetaria)","El uso de recursos por otros sectores de la economía nacional (Estadísticas financieras internacionales, línea 32S..ZK) incluye el crédito bruto del sistema financiero a los hogares, las instituciones sin fines de lucro que atienden hogares, las corporaciones no financieras, los gobiernos estatales y locales y los fondos de seguridad social.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FM.AST.CGOV.ZG.M3","Créditos al gobierno central (crecimiento anual como % de la masa monetaria)","El uso de recursos por el gobierno central (Estadísticas financieras internacionales, línea 32AN..ZK) incluye préstamos a instituciones gubernamentales sin considerar los depósitos.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FI.RES.XGLD.CD","Total de reservas menos oro (US$ a precios actuales)","El total de reservas menos oro comprende derechos especiales de giro, reservas de los miembros del FMI que mantiene el FMI y tenencias de divisas bajo el control de autoridades monetarias. Se excluyen las tenencias de oro. Datos en US$ a precios actuales.","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FI.RES.TOTL.MO","Total de reservas en meses de importaciones","El total de reservas comprenden las tenencias de oro monetario, derechos especiales de giro, reservas de los miembros del FMI que mantiene el FMI y tenencias de divisas bajo el control de autoridades monetarias. El componente de oro de estas reservas se valora a los precios de fin de año (31 de diciembre) de Londres. Este elemento muestra las reservas expresadas en número de meses de importaciones de bienes y servicios que podrían cubrir [reservas/(importaciones/12)].","Fondo Monetario Internacional, Estadísticas financieras internacionales y archivos de datos",
"FI.RES.TOTL.DT.ZS","Total de reservas (% del total de la deuda externa)","Relación entre reservas internacionales y volumen total de la deuda externa.","Banco Mundial, Flujos Mundiales de Financiamiento para el Desarrollo .",
"DC.DAC.LUXL.CD","Flujos de ayuda bilateral neta de donantes del CAD, Luxemburgo (US$ a precios actuales)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DC.DAC.KORL.CD","Flujos de ayuda bilateral neta de donantes del CAD, República de Corea  (US$ a precios actuales)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DC.DAC.JPNL.CD","Flujos de ayuda bilateral neta de donantes del CAD, Japón (US$ a precios actuales)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DC.DAC.ITAL.CD","Flujos de ayuda bilateral neta de donantes del CAD, Italia (US$ a precios actuales)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DC.DAC.ISLL.CD","Flujos netos de ayuda bilateral de donantes del CAD, Islandia (US$ corrientes)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité de Asistencia para el Desarrollo de la Organización para la Cooperación y el Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe de cooperación para el desarrollo y base de datos de las estadísticas internacionales sobre el desarrollo. Los datos están disponibles en siguiente página web: www.oecd.org/dac/stats/idsonline.",
"DC.DAC.IRLL.CD","Flujos de ayuda bilateral neta de donantes del CAD, Irlanda(US$ a precios actuales)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DC.DAC.HUNL.CD","","","",
"DC.DAC.GRCL.CD","Flujos de ayuda bilateral neta de donantes del CAD, Grecia (US$ a precios actuales)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"DC.DAC.GBRL.CD","Flujos de ayuda bilateral neta de donantes del CAD, Reino Unido (US$ a precios actuales)","Net bilateral aid flows from DAC donors are the net disbursements of official development assistance (ODA) or official aid from the members of the Development Assistance Committee (DAC). Net disbursements are gross disbursements of grants and loans minus repayments of principal on earlier loans. ODA consists of loans made on concessional terms (with a grant element of at least 25 percent, calculated at a rate of discount of 10 percent) and grants made to promote economic development and welfare in countries and territories in the DAC list of ODA recipients. Official aid refers to aid flows from official donors to countries and territories in part II of the DAC list of recipients: more advanced countries of Central and Eastern Europe, the countries of the former Soviet Union, and certain advanced developing countries and territories. Official aid is provided under terms and conditions similar to those for ODA. Part II of the DAC List was abolished in 2005. The collection of data on official aid and other resource flows to Part II countries ended with 2004 data. DAC members are Australia, Austria, Belgium, Canada, Czech Republic, Denmark, Finland, France, Germany, Greece, Iceland, Ireland, Italy, Japan, Republic of Korea, Luxembourg, Netherlands, New Zealand, Norway, Poland, Portugal, Slovak Republic, Slovenia, Spain, Sweden, Switzerland, United Kingdom, United States, and European Union Institutions. Regional aggregates include data for economies not specified elsewhere. World and income group totals include aid not allocated by country or region. Data are in current U.S. dollars.","Comité de Asistencia para el Desarrollo de la Organización de Cooperación y Desarrollo Económicos, Distribución geográfica de flujos financieros hacia países en desarrollo, Informe sobre cooperación para el desarrollo y Base de datos sobre estadísticas de desarrollo internacional. Los datos están disponibles en línea: www.oecd.org/dac/stats/idsonline.",
"SL.IND.EMPL.ZS","Empleos en la industria (% del total de empleos)","Employment is defined as persons of working age who were engaged in any activity to produce goods or provide services for pay or profit, whether at work during the reference period or not at work due to temporary absence from a job, or to working-time arrangement. The industry sector consists of mining and quarrying, manufacturing, construction, and public utilities (electricity, gas, and water), in accordance with divisions 2-5 (ISIC 2) or categories C-F (ISIC 3) or categories B-F (ISIC 4).","Organización Internacional del Trabajo, base de datos de los Indicadores Clave del Mercado de Trabajo.",
"SL.IND.EMPL.MA.ZS","Empleados en la industria, varones (% del empleo masculino)","Employment is defined as persons of working age who were engaged in any activity to produce goods or provide services for pay or profit, whether at work during the reference period or not at work due to temporary absence from a job, or to working-time arrangement. The industry sector consists of mining and quarrying, manufacturing, construction, and public utilities (electricity, gas, and water), in accordance with divisions 2-5 (ISIC 2) or categories C-F (ISIC 3) or categories B-F (ISIC 4).","Organización Internacional del Trabajo, base de datos de los Indicadores Clave del Mercado de Trabajo.",
"SL.IND.EMPL.FE.ZS","Empleados en la industria, mujeres (% del empleo femenino)","Employment is defined as persons of working age who were engaged in any activity to produce goods or provide services for pay or profit, whether at work during the reference period or not at work due to temporary absence from a job, or to working-time arrangement. The industry sector consists of mining and quarrying, manufacturing, construction, and public utilities (electricity, gas, and water), in accordance with divisions 2-5 (ISIC 2) or categories C-F (ISIC 3) or categories B-F (ISIC 4).","Organización Internacional del Trabajo, base de datos de los Indicadores Clave del Mercado de Trabajo.",
